from_node,to_node,supply_share,transport_cost,lead_time_mean,lead_time_std,link_failure_prob
DC_008,WAR_005,0.06400124314761953,130.55638978460232,6.580888988780965,1.0483209399060736,0.019899196453436085
DC_004,WAR_005,0.1701709522273045,81.60501325184853,2.709400953321772,1.822706594239187,0.04484267401790109
DC_001,WAR_005,0.765827804625076,51.97676245276465,1.2579197632257286,0.3326159469731865,0.006925437444398061
DC_007,WAR_006,0.2576247964654229,32.42068762016005,2.7679657728438,2.4641057914452484,0.04082770787420694
DC_003,WAR_006,0.45779530246436245,201.26369130206217,6.625298491552967,1.1608641917180875,0.028648051698306937
DC_004,WAR_006,0.28457990107021447,159.16619855614823,5.912896696899126,1.4898600765077818,0.005336118654079
DC_003,WAR_007,0.6333542829808682,176.64502190942127,1.7109715862052364,2.293645279849747,0.03844535436325479
DC_007,WAR_007,0.3285703762124382,64.5319699385285,5.038545668629295,2.299760410032421,0.02424867763866244
DC_009,WAR_007,0.03807534080669367,157.8073729515238,6.149399293683156,2.1007124041367167,0.02681821787273221
DC_006,WAR_008,1.0,108.54377315773769,2.418731862143905,1.2138112967645174,0.023293106089401133
DC_002,WAR_009,1.0,117.79485493111548,5.137668499467781,2.3214211457141087,0.03032886515518638
DC_000,WAR_010,0.10611127213348598,192.57095274131424,1.1682131289565572,1.5580526856294377,0.03625165467851895
DC_003,WAR_010,0.7914502076881336,78.6488001891143,4.953043753246382,1.964438263052883,0.040286015490330014
DC_002,WAR_010,0.10243852017838041,51.67385797877684,6.096168913793083,2.298373277376569,0.009216158055707736
DC_006,WAR_011,0.06322153375617794,91.25957540802668,7.593353673074583,2.1236147757395116,0.030428323931710518
DC_008,WAR_011,0.6912174613024139,182.1884764786416,5.142124014223016,1.52486936617211,0.018315983910101603
DC_002,WAR_011,0.24556100494140823,139.32525219049586,1.1203533445909413,1.8988935172102888,0.0412086057181843
DC_005,WAR_012,0.07883273305612601,177.62329195161868,6.61831394856354,1.5205018030269986,0.015439619733375147
DC_003,WAR_012,0.6328783168284468,168.08763503428446,1.5054662998359054,1.95725253275861,0.018814685459206802
DC_001,WAR_012,0.28828895011542727,216.72808760789613,2.9671719791595077,0.8997844004238109,0.044350801214674405
DC_002,WAR_013,0.025891367074136903,187.58228933229051,3.8628847471629433,2.1023434072446046,0.04565095567460123
DC_006,WAR_013,0.974108632925863,191.8030117856589,2.3733474539252604,0.2725629472031473,0.025086143150398043
DC_009,WAR_014,0.20647851360775768,139.5702721751571,7.136443633257622,2.1338862856844605,0.005633327959992069
DC_008,WAR_014,0.7935214863922423,95.03267650232897,1.28794012779162,1.006359666175434,0.010598656000883763
DC_009,WAR_015,0.10276925140525116,59.51027988566182,2.019856842156448,0.32162729396711076,0.04831903925496401
DC_001,WAR_015,0.5254201962823551,116.24296068099522,4.533145060752505,1.3901263360598075,0.03755083571499232
DC_007,WAR_015,0.3718105523123937,213.42384544464352,2.7443670413103054,0.21626914844348288,0.02899288211360853
DC_007,WAR_016,1.0,67.30993805003162,4.688963616281171,1.911293602671378,0.025346142870410468
DC_005,WAR_017,0.21955337449756163,29.08345073827504,6.693195111752202,2.1895537161721355,0.027357745766390634
DC_008,WAR_017,0.5972131606784737,68.60019938455602,2.69494057014851,1.8564014624202503,0.00539567283602516
DC_007,WAR_017,0.18323346482396471,144.03127637196425,4.138230245847897,2.3294063677757046,0.03894353070398847
DC_003,WAR_018,1.0,40.27522930531433,1.4471803567127313,1.943483722517628,0.03246040534438148
DC_006,WAR_019,0.04453996292722051,70.83084922797138,4.858936255527558,2.0930868255284354,0.007947870261541312
DC_003,WAR_019,0.01636228951925698,79.4212854466688,1.69913585180281,0.38653563520942413,0.023424930807374
DC_002,WAR_019,0.9390977475535225,67.09311695959215,7.032640742032598,1.3127491394314037,0.01838076732695611
WAR_003,CUS_000,0.8571531374032596,141.57431992075817,1.1488737154624078,1.1601567105081463,0.028355999960550972
WAR_009,CUS_000,0.14284686259674034,38.38430205215876,6.561619805988244,1.2231488296152375,0.04007753874877981
WAR_005,CUS_001,1.0,44.23697050600585,5.658419795145121,0.5551888214736476,0.03059303355660719
WAR_013,CUS_002,1.0,184.60327677864407,7.9362668857396175,1.9570602836264885,0.012195206563854815
WAR_002,CUS_003,1.0,89.30425710345092,5.733960777939882,2.3156739364987504,0.033305753911598325
WAR_018,CUS_004,0.8073649217253963,199.40859364347992,6.092383883868479,0.6309669515071044,0.013302825441147612
WAR_004,CUS_004,0.19263507827460374,98.03002790158216,3.1178220342807617,1.264112029646192,0.0390115508220587
WAR_007,CUS_005,1.0,41.11440879174382,4.718148857451569,0.8448807002055236,0.010792910709377306
WAR_005,CUS_006,1.0,155.9311523101276,4.2774478269485225,0.7166972032625438,0.048532189802406124
WAR_016,CUS_007,1.0,175.65824647425555,6.896309233406949,0.712057281751125,0.040539370131824716
WAR_011,CUS_008,1.0,30.707950021107774,6.283205325876675,0.9072714716569954,0.04367259895542615
WAR_013,CUS_009,1.0,127.00827642152737,7.653857747594042,0.23322265259215247,0.03596508960194352
WAR_018,CUS_010,0.30904326822614914,47.09264437742143,4.484936632841947,1.821763578585128,0.012650024955701729
WAR_006,CUS_010,0.6909567317738508,27.461458155110954,6.775331728703284,0.9430572381468918,0.015814598330262934
WAR_005,CUS_011,0.3176190735472085,178.43940853613825,7.093740764327756,0.40338571595438033,0.010047088647444472
WAR_002,CUS_011,0.6823809264527915,199.66265993413933,6.016339245126337,1.9855661386378247,0.02881215123608516
WAR_005,CUS_012,1.0,211.4955847937873,6.905920167324384,1.0211043467861622,0.027942343347545872
WAR_012,CUS_013,0.9999999999999999,91.4238519951325,4.9737728995512285,1.5439086344912292,0.02424154289263668
WAR_002,CUS_014,1.0,188.95579726647085,2.209878063424681,1.6526865016691417,0.022582905846627775
WAR_009,CUS_015,0.26601315031375267,129.16743331858106,6.20063820059724,0.848285700483445,0.024375120219875514
WAR_018,CUS_015,0.7339868496862474,65.4594946887743,3.2104399001517607,1.0401077608642182,0.02600415160261263
WAR_000,CUS_016,1.0,174.66709669671658,3.1577964561876954,2.1346002622123788,0.01949366981751492
WAR_013,CUS_017,0.21424888096894018,161.3179889612256,7.196021176940646,0.6576594836968672,0.049902891837332576
WAR_005,CUS_017,0.7857511190310598,196.15373027708154,1.9736651025448526,1.3446528210698194,0.03450297880618376
WAR_017,CUS_018,0.9020585863412808,25.095083140480913,3.943281267001221,2.0080688798839823,0.04251831065069423
WAR_013,CUS_018,0.09794141365871917,217.16274891856332,3.157482556067508,0.28380034654984376,0.03545822868452301
WAR_012,CUS_019,1.0,149.14424032428573,4.868680407846929,1.2243040674280743,0.019105671626005485
WAR_012,CUS_020,1.0,35.62080664952427,6.738913575499064,0.3523386902982093,0.045552980914872546
WAR_005,CUS_021,0.7536580298129112,95.89593461297157,5.374371996491162,2.1095319317235353,0.013955813860408044
WAR_006,CUS_021,0.2463419701870888,201.86386822400803,3.5368200311584532,1.9438182527757744,0.009727656676579856
WAR_007,CUS_022,1.0,122.35403217746985,6.348400501117326,0.2441914192878158,0.01057041444943652
WAR_002,CUS_023,1.0,192.28533183283133,5.556923956151753,0.7983929332044097,0.02405268539004191
WAR_004,CUS_024,0.23783798387553542,99.67461358218412,3.7884723224980594,2.392685141195221,0.03801527978404767
WAR_005,CUS_024,0.7621620161244645,63.00805708368902,4.948026575031291,0.6110240826403961,0.02161761151382247
WAR_006,CUS_025,1.0,49.67180906297938,5.475082812544562,1.7002634630430156,0.03287618764813677
WAR_002,CUS_026,0.69044759544027,166.4545157050996,6.078936174388091,0.8205045236319695,0.036042189380063996
WAR_006,CUS_026,0.30955240455972993,78.63272770586256,4.357269535562787,0.35632805852311056,0.032072881343809964
WAR_005,CUS_027,1.0,210.65117870132377,3.3789639658188513,2.376662552392347,0.04970383139214121
WAR_007,CUS_028,1.0,119.39222273594122,5.715849148456384,1.8584549756092763,0.008185576131580191
WAR_015,CUS_029,1.0,21.43789308294872,3.4861326965717447,0.2904135566234285,0.026395252063588757
WAR_007,CUS_030,0.3926177391859571,216.9244127006668,6.700030217128716,2.4736625287112552,0.007563696163323008
WAR_006,CUS_030,0.607382260814043,177.37543452331403,2.3871964195163544,1.511814278761876,0.0318164215370966
WAR_017,CUS_031,0.6375859050101494,152.03397746895638,3.553964492503113,0.9565794874326836,0.025489222221201535
WAR_016,CUS_031,0.3624140949898505,142.94091636826272,3.0053367653063243,1.131431785718275,0.022849051906112482
WAR_007,CUS_032,0.9999999999999999,187.16413169452326,3.9351738529588474,1.1899209410879699,0.01820392415858836
WAR_017,CUS_033,0.19105053376208692,106.56172056983765,2.146645718440409,2.2931321898507533,0.03928230766339395
WAR_011,CUS_033,0.808949466237913,119.6961619687399,4.9006976124479085,0.42627811544337907,0.01146204551872091
WAR_007,CUS_034,0.7282632670444187,157.33205582367688,5.043804475197908,0.31453164215892904,0.038876610610231975
WAR_004,CUS_034,0.27173673295558115,162.19139530718311,3.5485275134179446,0.7419010348025137,0.049018416183679504
WAR_006,CUS_035,1.0,69.58996305179772,5.486617656282595,0.23870972037295998,0.008337244226049582
WAR_015,CUS_036,0.6805598383533918,110.212088874732,1.8273444479054453,0.2409738654094671,0.04560339687074385
WAR_016,CUS_036,0.31944016164660827,73.10826792674264,5.806132058338985,2.056265332232042,0.03480294391313414
WAR_004,CUS_037,0.06492924904001915,100.95897819714148,7.111892406020774,2.2126091060361444,0.04665635651909033
WAR_006,CUS_037,0.9350707509599807,202.8466336355646,4.564000339552107,1.5033704750194592,0.030106948718543185
WAR_007,CUS_038,0.2505798290488461,216.76762048005975,1.2232742325316996,0.649059542998663,0.03813234235025151
WAR_004,CUS_038,0.7494201709511539,74.37088875697762,2.424860421286236,1.7290274361348268,0.019625218405691727
WAR_003,CUS_039,1.0,200.86700420509584,7.598100570951573,1.783505513893908,0.013616411605131624
WAR_010,CUS_040,1.0,80.33234892634012,1.3126468133304892,1.015283157408919,0.011218574342048513
WAR_000,CUS_041,1.0,219.39563917098042,2.007557906396182,1.349547816174574,0.037683365498647946
WAR_006,CUS_042,1.0,170.10861724335828,7.191024558400393,1.6418769583700548,0.03530681785217436
WAR_002,CUS_043,1.0,85.92965541997958,4.297481793990961,0.7423025838432025,0.02625435877311776
WAR_004,CUS_044,1.0,159.91318876778672,1.7383427066985486,0.8897500990863838,0.02079691622645265
WAR_002,CUS_045,1.0,114.39903719268264,4.363031713038019,0.25380083366862705,0.018525325925829568
WAR_011,CUS_046,1.0,128.59883294462338,7.710775804911507,0.25730537715430923,0.02645478826451672
WAR_007,CUS_047,0.9999999999999999,199.50624669706872,4.282469347121572,1.1185199833522215,0.033141865236808184
WAR_001,CUS_048,1.0,196.82501368011407,6.008664327012685,0.7691874466268303,0.03172204028231038
WAR_019,CUS_049,0.5584203357840797,136.147387590526,2.026927044636086,2.3392656333684,0.041048069266997764
WAR_000,CUS_049,0.4415796642159203,50.501402636536966,2.6726307448231204,2.29758598402673,0.010902500037999294
WAR_015,CUS_050,0.07804926189308228,42.767678173004725,5.249336557613765,0.6644596501715629,0.032087162971002864
WAR_019,CUS_050,0.9219507381069176,188.62254192995513,1.1655398859842905,2.0771002105657956,0.02935928964193309
WAR_009,CUS_051,0.9999999999999999,82.22324120241858,6.430457782897573,0.4605403798040308,0.006700741095752822
WAR_004,CUS_052,0.9750341170827352,169.7572132645325,6.325419597961763,0.49859419874360994,0.044205462001672906
WAR_001,CUS_052,0.024965882917264735,120.79521612433157,1.1330283030170536,1.1292865046320573,0.03475362030318109
WAR_010,CUS_053,1.0,25.367714271181534,6.996849158937017,1.8849526381238775,0.038958513350050995
WAR_011,CUS_054,0.9855310265275482,50.75837036394495,5.468612167450987,1.5188763806387982,0.02056601559093804
WAR_016,CUS_054,0.014468973472451827,103.10275350424699,6.381930072742444,1.9051423624548927,0.028806986477227
WAR_012,CUS_055,1.0,20.150910970756915,6.149986491983027,2.0950728430927024,0.04671723086817796
WAR_007,CUS_056,0.7870074890443823,209.67433723686244,2.8220024781595185,0.24336213735380058,0.03486641010764564
WAR_006,CUS_056,0.21299251095561766,207.10371502730058,7.912367746789344,0.27831729339231526,0.005478677345168548
WAR_007,CUS_057,0.8668552007606054,152.88358943214342,3.8957327645495443,1.7385497616201444,0.007043170518053112
WAR_000,CUS_057,0.13314479923939454,148.45225508576715,5.851404582744964,2.2002996479424133,0.04465721240495057
WAR_019,CUS_058,0.24256125018619756,36.97385031431149,4.031368132152215,1.802735785563314,0.025881268422890708
WAR_003,CUS_058,0.7574387498138023,181.6228928998852,4.253290176415836,1.8189256144887072,0.03925570268735276
WAR_004,CUS_059,0.7323755312863494,219.58930603279254,6.060491428648136,2.1373441928636874,0.009680539191524114
WAR_007,CUS_059,0.26762446871365064,214.28376960659622,1.9714435596133613,0.5089909949421867,0.028024188261143255
WAR_010,CUS_060,1.0,164.87125822480297,4.847232710275074,0.9780135551746525,0.04405931406061216
WAR_015,CUS_061,1.0,53.92636536179522,7.388677404345016,1.1876450942587686,0.016810813372181526
WAR_010,CUS_062,0.37349829417254515,98.71332403122378,7.213564692164496,1.662412521541503,0.03510797761385671
WAR_002,CUS_062,0.6265017058274548,102.93575799624477,6.385276297419698,0.7228032471854458,0.03314140476852042
WAR_017,CUS_063,0.20433221978131436,191.66052246015354,4.640241572689424,1.4447473394638135,0.049884363109724876
WAR_000,CUS_063,0.7956677802186857,16.154819854217823,4.051142646500677,2.2550738522013662,0.04546870088878279
WAR_005,CUS_064,0.295349426440348,105.87035446070925,2.5794529454252695,1.847809275077458,0.029134633674698804
WAR_019,CUS_064,0.704650573559652,18.838021452920614,5.67751767670305,0.6096463593720459,0.02226066753004107
WAR_003,CUS_065,1.0,70.54967887619094,2.985825794661936,0.557471854183295,0.026582115552887517
WAR_003,CUS_066,0.2812689656032822,213.06435134573647,5.8673178877781185,1.4768302494657037,0.04226167008616456
WAR_000,CUS_066,0.7187310343967178,31.55537901304223,3.003169355736925,2.427335496610178,0.017051598788661478
WAR_006,CUS_067,1.0,48.27668356253971,1.7722376225042957,2.2096771458093976,0.0327620703225293
WAR_019,CUS_068,1.0,202.66136439748303,4.195712485189443,0.7195351458138348,0.03935050397725935
WAR_010,CUS_069,1.0,41.93460152170638,1.5668184316937948,0.4656860927900744,0.033331553576943306
WAR_014,CUS_070,1.0,151.62348315149998,4.758443549931111,2.10720351887731,0.018198355064029708
WAR_005,CUS_071,0.429950148591505,21.136780470818632,6.503348598541006,1.9179047280207318,0.04733673762017778
WAR_013,CUS_071,0.5700498514084951,200.8274668797841,1.5046987106143348,1.3645460712686681,0.01397528223817722
WAR_016,CUS_072,1.0,82.61108657186543,3.390374582020516,1.9055900190599726,0.020173552283499055
WAR_000,CUS_073,0.9999999999999999,128.83734388568914,3.4063892287902386,1.1783922820579702,0.04487322459542671
WAR_012,CUS_074,0.4140190315486535,150.14272523839358,5.704977950720049,0.5643940450133952,0.047882745843783
WAR_001,CUS_074,0.5859809684513465,161.04845692736575,1.3050633781426755,2.459578451153918,0.025130318031875508
WAR_010,CUS_075,0.07723653379074875,130.08754957869672,5.759769911633027,1.978289162084972,0.024290148882592323
WAR_011,CUS_075,0.9227634662092512,171.89442219618346,3.7416285623113863,0.5909785997015758,0.024533027350093415
WAR_016,CUS_076,1.0,22.227605579917856,5.806003050972917,2.465365372130292,0.048755877337686084
WAR_007,CUS_077,0.12010100843294308,210.87144185048214,3.2243443603972777,0.7249317589942694,0.025682475729186912
WAR_017,CUS_077,0.879898991567057,203.81406930366785,7.148411921258607,1.3295036002197191,0.019393049791156167
WAR_002,CUS_078,0.3600515893907106,151.96693076472366,1.5044770782859778,0.380748941576903,0.03517627491152037
WAR_010,CUS_078,0.6399484106092893,31.66451375696553,2.82817443874665,2.305628849162203,0.038543788288698186
WAR_018,CUS_079,0.7970776488518347,35.43142759536315,6.032875186937372,2.276759952257957,0.014153731829348815
WAR_014,CUS_079,0.2029223511481653,119.39339002110445,7.642934173801674,0.5876022473126009,0.0338668884379591
WAR_018,CUS_080,1.0,219.50676912512404,7.464990585285161,1.4309216288210873,0.009812814462813122
WAR_002,CUS_081,1.0,86.97544624610477,1.5325281113378848,2.0326825594535958,0.00668854733096929
WAR_002,CUS_082,0.16826658176202197,159.39425167525454,3.587315434944121,0.5400468461969791,0.039818028303486554
WAR_003,CUS_082,0.8317334182379781,205.61491060717688,7.520625625947096,0.31767850169213263,0.037325677780095795
WAR_006,CUS_083,0.7475022277543623,199.59087333049388,6.051922252406981,1.819341612325111,0.034528566537788644
WAR_013,CUS_083,0.25249777224563763,202.7794108565869,1.0404323967016302,1.283186512216549,0.03541132104178849
WAR_003,CUS_084,1.0,182.15883543050367,7.354388376879351,0.6607406311212001,0.04140945967628584
WAR_016,CUS_085,1.0,130.1055653698603,1.5209411849987946,0.7977397175777381,0.049532631614668685
WAR_012,CUS_086,0.1162726834637926,161.3649964216601,1.4049779831518978,1.4336422461170988,0.030829420833576943
WAR_005,CUS_086,0.8837273165362074,145.4691741479757,6.491746666234172,0.6957269602116418,0.019665550559705522
WAR_013,CUS_087,1.0,78.51588862835908,1.7754341006166372,2.4728890135131523,0.01170772548599426
WAR_003,CUS_088,0.22395114750716694,213.92179449296324,1.6862188747513143,1.52970244382082,0.037035385131362904
WAR_016,CUS_088,0.7760488524928332,157.05689432788756,3.304777449223997,0.34340537288953843,0.01245463692251295
WAR_013,CUS_089,0.9889814737501299,135.4767615543841,6.460762661557397,1.6129122080180889,0.036755712621248
WAR_000,CUS_089,0.011018526249870186,18.378466620791976,2.2228211094490162,2.1583085344157196,0.042693183507090345
WAR_011,CUS_090,1.0,206.1967769825454,5.568290451971242,0.8944852863622559,0.04294120595295298
WAR_013,CUS_091,0.49755602291258405,171.96615927326533,6.698194479991919,1.5811023483722995,0.010433521179007922
WAR_005,CUS_091,0.502443977087416,208.228775195212,3.7519515958917697,2.461653667396037,0.02348250612103722
WAR_000,CUS_092,0.523949085427016,218.8426820722046,1.1780211280963713,0.9479969007886857,0.03518668027456927
WAR_004,CUS_092,0.476050914572984,126.87079456515642,2.0879258356594352,1.183913327637228,0.022279711238042354
WAR_000,CUS_093,0.3022475733282799,92.28398748692747,2.5717903392514367,2.091415244233444,0.016412794276363787
WAR_014,CUS_093,0.69775242667172,217.64754208811158,7.068399681974551,1.0342128138397568,0.04931979051515861
WAR_001,CUS_094,0.43834613477253825,194.36992433107775,7.563951739870448,0.7806806902527401,0.012615434851109419
WAR_013,CUS_094,0.5616538652274616,82.62381765924736,4.586194186347596,2.1854420042850218,0.009777758071590516
WAR_018,CUS_095,1.0,166.93911591751387,7.9834012645225085,2.2530448250312767,0.04929433895567005
WAR_010,CUS_096,0.9999999999999999,208.9306315164389,6.557370043144134,0.8917119581569748,0.02061090400242025
WAR_016,CUS_097,1.0,22.316029429176208,6.864320781781858,1.4162177529235738,0.010190664923059391
WAR_001,CUS_098,0.3326193760886215,91.9121845110691,3.0423414842158696,0.41577845797883967,0.0355731661990445
WAR_004,CUS_098,0.6673806239113785,127.02578727726542,2.1053419775866264,0.3071486726372765,0.014401194184758923
WAR_015,CUS_099,1.0,144.75837719174393,3.1229779248541036,1.3526690415869687,0.03157947295772481
