node_id,node_type,capacity,demand_mean,failure_prob,initial_inventory,reorder_point,target_stock,holding_cost,backorder_cost,k_fail,k_prevent,x,y
DC_006,dc,386.1690646228899,284.82481484445935,0.03982716503610865,481.78783377647,229.75925128951587,418.693174720939,0.06331177139103564,16.888673275129037,13039.528430598406,5035.653047509877,31.033467392407445,14.387193297114266
DC_007,dc,526.2911417462351,397.53213530338707,0.033242537818822256,469.54013488287455,202.43631885121778,535.1951526769335,0.061079081832852024,8.492829418717054,7936.006294494646,3751.2909886103416,68.07145267995064,39.36304568320283
DC_008,dc,345.39732908561484,336.33128079993185,0.06036209896177841,452.7050176313024,125.39391627028013,395.54858181195596,0.09734897422087921,9.987751516644236,36417.795845852495,2789.4433413675574,4.925411992759399,37.36141384595716
DC_009,dc,407.12588461529117,390.1811688704382,0.028133752232297277,338.3937202027533,255.45217883132327,439.40710496945707,0.21871499031955055,23.053062878552343,58876.3874322626,4911.142341504765,77.94775407713288,64.24832759955477
WAR_000,warehouse,291.3791980071884,247.19013622960557,0.04345522084131471,323.0036669135732,176.9463243788367,399.2592843950878,0.1270178992200707,17.7912654247422,19655.482462546533,1268.7262602467626,47.78772740237458,41.6889368594885
WAR_001,warehouse,171.16538691635222,134.46157250759268,0.06675118101151281,170.56585253071927,79.39322022891848,265.06580695657675,0.10937529491425707,23.97715853430681,55399.141074599785,3145.007355650432,32.83612050046888,53.54347898300031
WAR_002,warehouse,306.6833075301974,290.62076204230465,0.09525873405601021,343.3728637954716,165.57073921695866,377.3813210028957,0.19697863246205816,9.048091862514367,43213.8970850174,5233.954875792418,13.210283730154393,61.43797405419198
WAR_003,warehouse,140.9210646105856,96.00423550600533,0.10257156282714269,191.87303342431744,55.13147414976414,249.02220468063982,0.21017683521701935,16.873640089327083,48044.32575462508,4873.131614406972,94.60270628173303,25.338335383918718
WAR_004,warehouse,249.81669697882802,219.33439062575735,0.03950491975644012,225.52821426885632,129.77607265685418,364.2188571914912,0.14319703059624547,15.452635510262455,47015.786450362335,4895.845940816366,49.215321557542914,59.95934415226123
WAR_005,warehouse,324.8719718518224,225.24293825867863,0.04197335885011228,276.99409727063374,177.821592934148,433.66725514087153,0.20486428322836864,18.42462826617185,23350.0767080531,5441.016010488447,76.25321470706523,27.053494091017573
WAR_006,warehouse,200.12224390985187,141.74984935339518,0.06144399802042629,177.8426392033069,126.24476393536563,270.2297147429701,0.12666396455548196,19.59371417354756,35414.61858890949,5648.769927611542,78.03014939093921,47.93695641245404
WAR_007,warehouse,202.79908416578178,185.67701855725525,0.1286631544924322,277.9801108799221,78.18788354388788,340.7890451194166,0.17741477679824152,7.438433566702251,37354.189998307134,4273.530008079968,1.2302685888602838,45.43179618417466
WAR_008,warehouse,301.58789246319066,247.20037344665954,0.05953590253440899,321.30826520401365,132.87305606073167,523.1806569579378,0.20625880708630318,7.2117682199222095,59836.906181066515,5335.600133692599,28.390843786403895,83.68965796609382
WAR_009,warehouse,143.41229701170423,128.54092258115512,0.12991047304742387,170.67139070499758,54.08539767415734,246.32879319728934,0.055799900640893886,9.81656116082294,12866.203134164925,4772.223673807202,19.820422721289788,91.06382271308853
WAR_010,warehouse,264.37918865204784,172.37762062617168,0.03361627104946962,219.69771783427126,140.590918083323,433.89527735155684,0.0977105641254777,21.988176858461458,8147.756708429321,4905.301195029219,92.77954301722804,77.21083991043805
WAR_011,warehouse,273.58657247530016,181.89566898564416,0.1137980218655383,251.99218361531487,106.0085327390254,384.01289592687493,0.19903762566576894,17.600236891527974,51812.21048690643,1353.6714584259998,73.46210919351616,19.30414908689041
WAR_012,warehouse,179.56692528991607,181.8430744085718,0.10099046972813039,209.54134323553907,65.78436004856628,268.101890696702,0.05847011031603342,22.682914227336344,44026.80568053414,1452.2031553237678,9.172100582419807,18.353322888031897
WAR_013,warehouse,335.6059795019223,315.50652090670786,0.07585606424584898,396.6342506113028,175.09367558716758,374.57124451970424,0.23920489071161904,11.026852650294359,36790.94686941482,4348.767695239863,64.92331552453089,94.05944096955184
WAR_014,warehouse,152.65657778241277,122.04782329541668,0.08083527384469422,165.5562475464809,58.889604092154315,169.03291717620803,0.10561510915625148,11.094092075216626,28534.67675247425,3860.4315087014556,63.462911741826304,41.18108965855703
WAR_015,warehouse,209.93228407431337,182.1526401998703,0.0517628526696962,207.88010085414845,75.74733643796613,280.200825615628,0.14482653501803405,9.51185736408422,36485.18632171636,3611.745452375565,70.20021811103715,64.794848220121
WAR_016,warehouse,263.5352724346269,248.0789081861101,0.06162141518240431,297.6595667904336,126.34551883211563,395.51636820444946,0.12213146689005086,15.254784892135165,45518.812866522116,5375.215876980393,92.10571972951917,50.36329251830992
WAR_017,warehouse,234.4605252429252,179.67806291715962,0.10998704107638366,305.3682852970919,116.8181968310875,256.1915879953827,0.06441182941458874,21.839864220789263,8056.235429878285,2043.3628987351076,33.41300405015458,17.29944451915938
WAR_018,warehouse,189.05654135643763,123.91383030135998,0.10426925667250857,245.07476113025487,114.75059152756268,245.35932976243802,0.08072257981212697,17.01680815890162,11581.99057256919,2507.0564859303886,95.84291809009724,99.54644725836371
WAR_019,warehouse,289.86307609800883,262.1626208599634,0.06109615099207662,354.5732162773944,135.1783726740636,438.47903694392636,0.05214552899513525,9.18115317204483,33879.85666319936,1400.6321734206272,16.590686787653365,83.6304290550238
CUS_000,customer_region,94.18497520127042,82.9302298161285,0.0,0.0,0.0,0.0,0.24806433286525453,7.831917771375494,29653.50872898931,2659.1499371305595,8.004928364618502,75.53301727947445
CUS_001,customer_region,52.53342704919447,31.300473035993015,0.0,0.0,0.0,0.0,0.08618533044617363,23.1420724431243,7455.699893585339,1780.6875671903842,29.205933031452837,49.01975424015864
CUS_002,customer_region,63.9833879761097,26.308650091766154,0.0,0.0,0.0,0.0,0.09873349081114272,21.871767695250824,40067.378526315246,4070.319775738509,67.0203255351355,76.29030190395291
CUS_003,customer_region,24.35813612910855,60.4645576446259,0.0,0.0,0.0,0.0,0.1176912966594652,21.88957746574373,31541.487972301165,4727.451742026586,85.20155168811691,50.479148290349805
CUS_004,customer_region,88.21641829035124,83.77057241252913,0.0,0.0,0.0,0.0,0.11811815911830487,14.976339170629704,34227.60725525177,1077.3884374283882,39.855250670154064,91.7337672551676
CUS_005,customer_region,67.31241802735568,45.414172670720376,0.0,0.0,0.0,0.0,0.08832060193253997,5.496462635971451,56010.32521772147,2965.140305412793,30.753507242078616,59.84771915577366
CUS_006,customer_region,20.548584221976174,72.72750992741695,0.0,0.0,0.0,0.0,0.17675395461385263,24.636118950850708,39119.67403119242,3126.2823049525305,76.14325631840076,90.3327871964053
CUS_007,customer_region,74.05219600387636,78.6503878053633,0.0,0.0,0.0,0.0,0.2233602876523853,7.282081423672744,45282.742664658326,2920.4878474005272,55.31038024112752,65.41024094823568
CUS_008,customer_region,92.73613375291771,41.6171184115929,0.0,0.0,0.0,0.0,0.19675069948758322,19.99967075870537,24057.107372217684,1181.2837617532155,4.094696028571976,77.73431275291786
CUS_009,customer_region,56.72748063626794,54.873009214523975,0.0,0.0,0.0,0.0,0.24558339581476807,13.231520043881197,48652.5182807985,966.5059977150763,55.54617101377639,80.20597869857242
CUS_010,customer_region,89.35262504149165,22.772804540088067,0.0,0.0,0.0,0.0,0.12454046826134685,5.973969446277025,11010.526011300692,4214.180957671162,71.32581963116982,77.37206827516263
CUS_011,customer_region,84.90924110417471,80.0653694079974,0.0,0.0,0.0,0.0,0.05979274196465585,9.690703008825972,39204.377535638516,5219.689175436528,0.45001249396591225,51.46293421163498
CUS_012,customer_region,70.79655495232979,50.10166681650409,0.0,0.0,0.0,0.0,0.2291269762767394,18.432256177117175,18071.20998483285,5190.29621297552,34.80314234095143,85.33446711440594
CUS_013,customer_region,42.42077383391791,49.770505081087556,0.0,0.0,0.0,0.0,0.10496501015101341,22.731151243437385,15317.652506672022,966.463751796697,34.19269385456604,71.76391476415675
CUS_014,customer_region,80.55737044822112,42.227154275837364,0.0,0.0,0.0,0.0,0.13158839022625646,7.736425560592526,36617.95612926685,5986.690204946045,70.08810101206585,59.521284041337175
CUS_015,customer_region,49.427681969134554,57.26874470977621,0.0,0.0,0.0,0.0,0.0768733826626123,12.30756926398267,8694.166786627178,1610.8847072882986,1.7668780999912204,45.327991650016344
CUS_016,customer_region,67.59051987138479,51.52863286289578,0.0,0.0,0.0,0.0,0.24184185456891522,20.039262431498308,34747.11503197232,2064.974813115039,89.69967987729952,23.50971168806595
CUS_017,customer_region,44.40070478875078,59.71565414638043,0.0,0.0,0.0,0.0,0.19846358988359536,16.814895883275323,40939.156495522235,2146.6081033315404,24.137206162666292,32.249234716866525
CUS_018,customer_region,31.658117306256685,41.243519993758554,0.0,0.0,0.0,0.0,0.16229787888287694,20.839488502827482,48110.32601566424,2911.124422213061,47.62573085867257,99.47017489350249
CUS_019,customer_region,70.59481077342681,87.6915476914424,0.0,0.0,0.0,0.0,0.20751796724586785,8.703586899071352,35919.39035556647,1060.4178652299968,65.29221265639984,95.5349428187811
CUS_020,customer_region,58.45490482250835,22.688206356362237,0.0,0.0,0.0,0.0,0.24195490446584406,7.060053682603176,7259.350131766581,1853.3663632771616,6.5530433918382425,45.51178424117624
CUS_021,customer_region,58.70658509428343,23.822036193116453,0.0,0.0,0.0,0.0,0.07232007364984534,12.690087559798561,8329.064795459486,4340.043490854524,20.702054152481196,30.20715687836385
CUS_022,customer_region,49.55943328835731,20.12455307561004,0.0,0.0,0.0,0.0,0.07241407419973951,22.255291274817562,5067.818438154947,3294.920456970813,48.95020065072081,33.30941610106378
CUS_023,customer_region,52.34952651098372,83.09027796612173,0.0,0.0,0.0,0.0,0.10206970868305001,11.449808819354597,18336.5569165583,3139.2487030308585,68.3258357658813,22.825287546342054
CUS_024,customer_region,44.805180654115,23.642696738521856,0.0,0.0,0.0,0.0,0.14215392104791325,19.231160831935554,13274.970635661073,760.5571100301502,13.820537163853075,91.88231935306828
CUS_025,customer_region,20.694483636584255,22.34626346762334,0.0,0.0,0.0,0.0,0.07212589351244066,17.402985732565924,18290.139980649717,3630.6662773687226,59.019538276612614,84.9435333089779
CUS_026,customer_region,20.355604468390545,66.43393148202304,0.0,0.0,0.0,0.0,0.08254869722099152,20.45874776270568,52052.034798482215,1898.4491606478653,91.87936809026809,45.44574302986578
CUS_027,customer_region,65.25683407499912,47.11520589793995,0.0,0.0,0.0,0.0,0.2126318691640226,11.367982356569193,48956.74372328201,3804.0365537445336,21.635569522540145,41.402609378923636
CUS_028,customer_region,43.82267257726713,22.23760775747731,0.0,0.0,0.0,0.0,0.1192957310814362,5.380682956349732,14101.826666997627,4488.508264679778,70.80912356835879,73.85803864573826
CUS_029,customer_region,43.78648783474841,64.53729110213357,0.0,0.0,0.0,0.0,0.07520526834932531,7.874373229110683,43120.24848113358,1451.1916504314295,50.72927015820433,99.17744759287108
CUS_030,customer_region,20.300570355000463,94.48134364478798,0.0,0.0,0.0,0.0,0.1669277668268331,7.538199510370262,54351.62098647515,5342.091650702307,53.62004131113752,62.17920298607565
CUS_031,customer_region,40.48903936256573,64.59257066681482,0.0,0.0,0.0,0.0,0.10895103864055261,18.272420933207037,50993.48472634307,599.8829915290023,59.57137746857274,23.128053968685226
CUS_032,customer_region,85.54163734278511,65.80775999265637,0.0,0.0,0.0,0.0,0.16070816801792231,12.92333000118498,42269.14199798867,4491.732990934886,56.69377953193868,75.84222371847541
CUS_033,customer_region,93.75628069947032,58.59372889141482,0.0,0.0,0.0,0.0,0.05249397558824265,20.92057112620757,33612.65368752966,2743.7878669831084,9.40719630893958,88.96564216753973
CUS_034,customer_region,49.62554300304173,31.203061727611306,0.0,0.0,0.0,0.0,0.2423099259082065,8.568835236436618,15974.809609471971,5224.405733067426,91.25827441419312,21.21474075233014
CUS_035,customer_region,55.235066613112096,85.87743003581012,0.0,0.0,0.0,0.0,0.12581053900746103,15.340389736988584,45794.40257858542,4521.247871590374,78.29601300260849,56.99338186415264
CUS_036,customer_region,27.84613226035814,84.91794044907711,0.0,0.0,0.0,0.0,0.20961948716366663,6.99724954321459,16241.855189478605,4589.802008092085,2.3140094581946435,97.92246337072797
CUS_037,customer_region,48.285851026676056,86.56783163660324,0.0,0.0,0.0,0.0,0.12892597763001645,11.382649771993322,38480.76208940357,3695.441555614279,40.91399776247972,60.177475586770846
CUS_038,customer_region,90.1536027174871,34.75566355629735,0.0,0.0,0.0,0.0,0.1254411965766008,12.882139651862373,12210.978116442093,1395.793253050052,68.45620733936772,33.94777542089027
CUS_039,customer_region,91.61737938918557,27.419337882861672,0.0,0.0,0.0,0.0,0.20070091260005157,22.620721038357402,20296.23462793183,1611.4845590501288,18.576613487108716,52.20123013665123
CUS_040,customer_region,55.13124809350782,23.38798377420698,0.0,0.0,0.0,0.0,0.14629826806525614,24.186646952712167,40888.55604139648,3225.2860614574015,11.069207402961611,25.243629054958728
CUS_041,customer_region,42.108046218090706,85.75330979484644,0.0,0.0,0.0,0.0,0.2303283707132877,24.691372165015082,59030.16757074928,5741.495230223898,7.182214050288438,13.779353592780518
CUS_042,customer_region,42.834989485702465,27.273341652910947,0.0,0.0,0.0,0.0,0.21915939156042852,17.33512358154618,34830.04212662127,1409.2122785201013,25.325547440019736,16.031202498225806
CUS_043,customer_region,83.8949868346099,75.13470706397251,0.0,0.0,0.0,0.0,0.10920657258200515,12.425052741765544,27267.023043459358,4680.0823445921915,77.23529876745681,20.68135275140317
CUS_044,customer_region,90.61541425535742,87.20915618177227,0.0,0.0,0.0,0.0,0.07007912912996186,10.290796223026222,51556.319483737636,1487.206397903481,41.356793130996984,44.98592999441262
CUS_045,customer_region,38.39442297674073,83.8500987051653,0.0,0.0,0.0,0.0,0.22491502797111435,11.786442914731218,34196.77168582979,1866.235221261083,24.479650155014543,16.125406285192412
CUS_046,customer_region,90.5014258105636,78.30190349957692,0.0,0.0,0.0,0.0,0.15353230425754583,14.812158310237438,34136.01164003739,3451.124074673991,43.456308469769034,13.175483289206745
CUS_047,customer_region,29.4247889651402,56.15230696897629,0.0,0.0,0.0,0.0,0.2406411049810378,8.2715375542022,35492.910362196344,1642.4448934334657,25.318460612660154,3.0054578761178785
CUS_048,customer_region,28.921498305515847,44.11497436117488,0.0,0.0,0.0,0.0,0.17162584238291834,14.30028263978546,27024.818488490306,3425.3735024033745,18.72389446153415,98.86038985195765
CUS_049,customer_region,81.37309015278973,55.15694727604644,0.0,0.0,0.0,0.0,0.0805754244252672,23.413317165471355,23776.28870599502,775.5867933331358,34.240367681062864,79.44570304958843
CUS_050,customer_region,66.70315587411561,79.52265378967832,0.0,0.0,0.0,0.0,0.09239092221610852,23.475666321863603,29089.428160620493,4014.575070952905,0.23087725867420028,99.3368498411178
CUS_051,customer_region,41.067228947311634,54.36965311523855,0.0,0.0,0.0,0.0,0.07580601143640836,8.046534203151515,39775.55471666156,2661.100653636283,92.1852450154995,31.915649460807003
CUS_052,customer_region,74.4635096287926,69.49634758469591,0.0,0.0,0.0,0.0,0.16993907134319808,14.455679455179965,57253.36020434404,2384.925035152257,17.723550124927257,67.80940608798282
CUS_053,customer_region,83.45056709809316,53.72245163170104,0.0,0.0,0.0,0.0,0.22849753793746524,19.99237237845735,59549.42440736955,3422.7759637848408,65.99957188011513,30.248028113792813
CUS_054,customer_region,91.06516997494943,75.38830345149714,0.0,0.0,0.0,0.0,0.1306280408238164,16.236378601259986,44588.039426185045,3299.1378346324486,90.70863269095085,41.930098792781024
CUS_055,customer_region,68.5303848607494,50.61175011732598,0.0,0.0,0.0,0.0,0.1380100216467105,7.516140366245705,10044.802348245368,4171.194577307168,65.55177383430522,66.29097142100953
CUS_056,customer_region,21.482483400701874,34.83573854443977,0.0,0.0,0.0,0.0,0.2056302845088025,22.212608027922602,18567.420747438104,4173.170373663925,12.936280345827445,27.515252560171334
CUS_057,customer_region,30.399087217506462,70.60524105119583,0.0,0.0,0.0,0.0,0.23206538203705052,9.05044815848372,34814.34692228955,4357.651056838878,95.29224684855657,61.00604828871739
CUS_058,customer_region,39.13301982705355,44.036837125851214,0.0,0.0,0.0,0.0,0.24522567813834156,12.993522703272738,42698.52464185578,627.7517029071716,40.006144613475534,87.51076133225116
CUS_059,customer_region,65.76705833249343,90.19531245767945,0.0,0.0,0.0,0.0,0.22079687522944585,11.444313476458765,34950.162112273676,3194.033408508545,63.220250011486236,33.41112669587556
CUS_060,customer_region,38.315375057441614,89.29058746238798,0.0,0.0,0.0,0.0,0.2186645771523958,24.564088615291226,45974.533917882865,4705.669757090998,76.25900919626407,48.06076309423065
CUS_061,customer_region,54.23391458857037,68.3614395769468,0.0,0.0,0.0,0.0,0.10786402722046691,10.156168194047089,37227.87557528301,2754.9031352377374,21.88566087946322,81.60560167528311
CUS_062,customer_region,84.5427439470782,20.56302745999999,0.0,0.0,0.0,0.0,0.11722599370587475,20.95021671361505,51154.562642887846,1260.8098856382708,77.43359011830512,11.570416730942945
CUS_063,customer_region,49.25469426173969,34.444311742318234,0.0,0.0,0.0,0.0,0.08079271651552529,13.45600665093587,39081.76892834238,5630.9543032728925,98.08211455330343,6.964063659139463
CUS_064,customer_region,30.3498138010929,40.29741142031453,0.0,0.0,0.0,0.0,0.22696981190127213,18.269065144581734,11151.464130937245,5078.911067082039,17.635638000807585,42.34953946796538
CUS_065,customer_region,61.41386964194975,71.46221867113628,0.0,0.0,0.0,0.0,0.18053734697385104,24.840840110561096,59968.20500733033,3340.5267144960253,9.519908696086398,72.78432989687184
CUS_066,customer_region,93.24980586624419,54.59066643781804,0.0,0.0,0.0,0.0,0.13495538496309117,6.028383091138587,41974.54371728947,2443.3573228765727,78.74638746315023,83.21200752819861
CUS_067,customer_region,81.5923089948384,44.11592616806746,0.0,0.0,0.0,0.0,0.19976415593341096,21.02778867685446,32019.15955152514,5411.670607449667,14.390869607855826,87.90687796589602
CUS_068,customer_region,27.207142472891096,60.03800099554703,0.0,0.0,0.0,0.0,0.06350369603748302,6.056142028002207,5028.530929113804,2899.7416283184475,77.46238812922299,3.4838350279915664
CUS_069,customer_region,68.91932048493916,32.600063643340334,0.0,0.0,0.0,0.0,0.07937274696428086,22.21601947241072,50271.85354725521,3464.179714453028,81.91998792939803,9.275607742449477
CUS_070,customer_region,49.58611384540658,39.30889694929725,0.0,0.0,0.0,0.0,0.20046578288671058,15.083572087816277,46264.629337152815,3055.7380082153127,36.79043402218176,21.918921647863232
CUS_071,customer_region,35.62845060762613,28.91827610254704,0.0,0.0,0.0,0.0,0.06719647002218904,8.525827300442604,14644.058129965704,5027.091925437949,39.85066234742124,99.03884573604824
CUS_072,customer_region,30.29084433429593,53.654713040093796,0.0,0.0,0.0,0.0,0.1285836353394148,22.501683981081648,58657.76052056198,5300.724273257983,19.230067903513305,22.079792120893405
CUS_073,customer_region,69.20554093212975,75.1043848085435,0.0,0.0,0.0,0.0,0.16328413016192894,16.01817536980806,50570.08086613322,4407.930244584728,2.6577764997291697,4.945913714601568
CUS_074,customer_region,65.11688393420118,39.513849150724354,0.0,0.0,0.0,0.0,0.13373121746296035,20.15820637465721,50463.63165618615,3586.726873395243,38.5369480857103,27.069676149510702
CUS_075,customer_region,59.143885307694006,62.30713527854172,0.0,0.0,0.0,0.0,0.18533047650192752,6.321584218387897,5058.710576251098,1667.5242636240862,89.45114977187811,64.62907632285592
CUS_076,customer_region,32.89702639527671,55.2466955215505,0.0,0.0,0.0,0.0,0.14521835133573213,23.710838876853103,8271.7680700837,1683.4805104579518,58.57713251547224,19.548650958200408
CUS_077,customer_region,70.96452569067183,27.436772794911075,0.0,0.0,0.0,0.0,0.09139703192816795,13.454680685441245,14687.606454519393,1240.8061370784103,86.02818862189409,32.03972035973079
CUS_078,customer_region,47.056901488869016,46.80272176265406,0.0,0.0,0.0,0.0,0.10296143546431594,17.20970134683577,16296.466371982367,5386.009991845623,92.96666209195551,9.98310571767902
CUS_079,customer_region,28.055221721643292,66.4676942232734,0.0,0.0,0.0,0.0,0.07439379284192459,22.047646358605327,46484.93332158409,5008.948720309132,52.60605268860209,99.66772115191534
CUS_080,customer_region,23.313132720812096,44.29525017032272,0.0,0.0,0.0,0.0,0.2397290997425282,16.537219169951857,49340.503099459886,1436.8765651218537,97.86341439004389,49.86395468763152
CUS_081,customer_region,57.02540572029844,48.554927091285876,0.0,0.0,0.0,0.0,0.1295050049109986,16.695054056098733,12042.893580128282,2265.970945265202,19.320832244513053,10.32834791070496
CUS_082,customer_region,84.96084547482651,46.900459364593345,0.0,0.0,0.0,0.0,0.1317338754733426,13.630380073747093,39823.205017959015,5597.231653189463,93.27796196569825,39.14919795306634
CUS_083,customer_region,44.694684469832715,62.595067282136945,0.0,0.0,0.0,0.0,0.14236358228994966,18.175068196334017,35491.946285886996,2263.935506817418,34.57308057626326,37.859278755973094
CUS_084,customer_region,27.09798261870415,74.23353516090395,0.0,0.0,0.0,0.0,0.127819342304416,9.290779451202873,35946.98258161715,4655.46748360385,25.742236234537142,82.67898819237445
CUS_085,customer_region,89.56286447187873,70.17107442436847,0.0,0.0,0.0,0.0,0.06051519806461108,23.910397820438128,26586.660384571907,5581.452202999864,57.897752475024255,0.46187988433276095
CUS_086,customer_region,22.89064994925768,62.20010103739498,0.0,0.0,0.0,0.0,0.05530648744121487,19.869199224447705,51867.99353880499,3230.2961534161955,46.5757440357255,0.5473108834627483
CUS_087,customer_region,78.99872843701995,85.90727148369047,0.0,0.0,0.0,0.0,0.12461211751161061,16.30155821261411,19868.798350963014,1383.2357192170527,77.4907903381328,49.65904788462816
CUS_088,customer_region,60.2365942814188,92.26849341666153,0.0,0.0,0.0,0.0,0.2211284243404807,8.752185855300672,37684.99818658689,5329.810835605455,37.446393644893774,10.110616593558497
CUS_089,customer_region,80.82221766799414,62.32945102693839,0.0,0.0,0.0,0.0,0.2464288592635689,17.14422860988144,28373.866211635577,2534.914023159588,41.76192926540456,11.839908317866875
CUS_090,customer_region,79.60629188131789,41.32978509300567,0.0,0.0,0.0,0.0,0.11075932368198882,22.486685126696266,6318.36955403755,3362.5159407197525,46.3675714681501,69.01267695784597
CUS_091,customer_region,32.254377511209086,48.25505059061573,0.0,0.0,0.0,0.0,0.17374295563392841,5.801900197455518,30394.995845148016,3372.3799169030467,21.43264028549866,13.962365417912071
CUS_092,customer_region,34.1355727259226,27.26076119787286,0.0,0.0,0.0,0.0,0.2394639591459209,13.099881229916345,49493.32813787119,5859.294177098656,8.07352800027391,65.1669467934994
CUS_093,customer_region,85.35568150559105,52.17695910180595,0.0,0.0,0.0,0.0,0.13621527152758767,5.717977720147179,34403.04132091014,5964.486482327661,95.87075259719342,4.039922884216319
CUS_094,customer_region,72.93477527221161,87.72418650546025,0.0,0.0,0.0,0.0,0.05902294914185571,23.71748204022161,51061.165908327726,1146.2741023893082,5.98243373172992,83.4707664326936
CUS_095,customer_region,31.681825323093452,88.68086434090321,0.0,0.0,0.0,0.0,0.16348962270986467,12.944666029456481,29475.883016969572,847.1444388712906,96.87523213615988,31.065418508108277
CUS_096,customer_region,34.20226187546404,92.32798961686092,0.0,0.0,0.0,0.0,0.06885721069760141,22.346060810023626,43931.41419207963,5065.105485374655,97.58975403678963,84.21546555168719
