node_id,node_type,capacity,demand_mean,failure_prob,initial_inventory,reorder_point,target_stock,holding_cost,backorder_cost,k_fail,k_prevent,x,y,effective_capacity,delta,utilization,economic_severity,fragility,regime,degree_centrality,betweenness,pagerank,network_criticality
FAC_003,factory,498.4318243436529,458.05286902157223,0.07275381077535215,628.6164824791368,190.56159339507104,863.6873884175199,0.09604279817897617,5.748251123523596,35516.88581653158,2540.072561243413,82.97897431324131,80.82514720643019,462.1690097109412,4.11614068936899,0.9189880072861466,13.98262646447604,0.19545983207184575,critical,0.06993006993006994,0.014509356058651833,0.01377995318936538,0.9737931034482759
FAC_004,factory,510.99861248795037,387.15278442307783,0.0962319516055796,566.7149770240202,218.08885620840192,893.6521849065806,0.08292156351640363,5.89821238784658,28930.338300167088,5958.065602307104,89.1677266254914,74.86080194569492,461.8242187404916,74.67143431741374,0.757639600111844,4.855659576652626,0.013215026370524035,safe,0.055944055944055944,0.009991221610939922,0.011316506049219136,0.9229310344827587
DC_000,dc,517.2377472635575,435.50259362711785,0.09147573117582906,511.8364564492886,300.8274029156094,791.0266922335195,0.12473154577474202,6.889333361230305,46073.42862419643,1943.5328375757558,93.68131505337793,24.097057500568475,469.9230461408849,34.42045251376703,0.8419775933429862,23.706020157429194,0.028232276242414617,safe,0.013986013986013986,0.001229990666610385,0.007471820602847816,0.7093103448275861
DC_001,dc,286.8273797234458,202.70526820957775,0.08648901376999249,260.31333923656035,151.9654015661804,487.5060505866451,0.08928693314291465,11.206473458001895,47757.26610326477,5845.0453433353205,50.07411862023423,14.389750255125078,262.01996252893383,59.31469431935608,0.7067151971510628,8.170555281956691,0.016579707669662876,safe,0.04195804195804196,0.005423684296923733,0.008492695038807502,0.8577586206896551
DC_002,dc,254.18088631246047,177.61505071958058,0.038372482399908425,306.69343841571384,98.25355841180524,357.1403989411485,0.18885248712857733,16.62233218441805,15987.660841303168,4922.684894002445,71.54071296158017,73.89840039155418,244.42733472604246,66.81228400646188,0.6987742205810128,3.247752229841431,0.014746590749025786,safe,0.06293706293706294,0.01124515156205297,0.009782605376053962,0.9351724137931035
DC_003,dc,289.317325467194,287.34943064414637,0.02990030429202757,300.4696161946609,127.3819650961916,402.4019888808323,0.1825728425527165,24.1124651409394,20754.542478513024,5586.446361216149,2.4859491386256316,55.51980423268247,280.6666493987693,-6.682781245377043,0.9931981438724078,3.715160074318665,1.0,overloaded,0.06293706293706294,0.01297876614778023,0.011420398146425738,0.9513793103448276
DC_004,dc,440.1925335043255,308.9824306073514,0.028471792300060264,462.8486232321312,281.66580873422475,650.0913187720258,0.23660464432004225,21.087218312259417,30705.988085541034,4816.198970887031,1.7836783976987736,10.914399676573494,427.6594631183531,118.6770325110017,0.7019256509136477,6.375564687246655,0.00835582215750605,safe,0.04195804195804196,0.006279792195285154,0.014498867467272646,0.8987931034482757
DC_005,dc,498.8285844648209,367.17628514359944,0.08374536706601295,557.9206937051558,265.27940876360924,845.1109796624787,0.17062143146774514,13.251431385473607,25580.122387395048,2842.3514750543045,65.19310255799742,86.7490631752325,457.0540015557948,89.87771641219535,0.7360770745275805,8.99963379332119,0.01100379762475859,safe,0.055944055944055944,0.012074955560871053,0.009856029857330733,0.9263793103448275
DC_006,dc,386.1690646228899,284.82481484445935,0.03982716503610865,481.78783377647,229.75925128951587,418.693174720939,0.06331177139103564,16.888673275129037,13039.528430598406,5035.653047509877,31.033467392407445,14.387193297114266,370.7890455543144,85.96423070985503,0.737565074309105,2.589441390734104,0.011498980578996568,safe,0.04895104895104895,0.006914153921196175,0.00872182650541105,0.8858620689655172
DC_007,dc,526.2911417462351,397.53213530338707,0.033242537818822256,469.54013488287455,202.43631885121778,535.1951526769335,0.061079081832852024,8.492829418717054,7936.006294494646,3751.2909886103416,68.07145267995064,39.36304568320283,508.79588856302473,111.26375325963767,0.7553464304650361,2.115540041705622,0.008907594579412047,safe,0.055944055944055944,0.012133992767795585,0.011694105044027538,0.9377586206896551
DC_008,dc,345.39732908561484,336.33128079993185,0.06036209896177841,452.7050176313024,125.39391627028013,395.54858181195596,0.09734897422087921,9.987751516644236,36417.795845852495,2789.4433413675574,4.925411992759399,37.36141384595716,324.548421326215,-11.782859473716826,0.9737518286268052,13.05557826028409,1.0,overloaded,0.03496503496503497,0.002687687898955504,0.009148636462206108,0.8172413793103448
DC_009,dc,407.12588461529117,390.1811688704382,0.028133752232297277,338.3937202027533,255.45217883132327,439.40710496945707,0.21871499031955055,23.053062878552343,58876.3874322626,4911.142341504765,77.94775407713288,64.24832759955477,395.6719058501697,5.49073697973148,0.9583796649017671,11.988328445439231,0.15406570981426052,near_critical,0.03496503496503497,0.003197096330899148,0.007471820602847816,0.8072413793103448
WAR_000,warehouse,291.3791980071884,247.19013622960557,0.04345522084131471,323.0036669135732,176.9463243788367,399.2592843950878,0.1270178992200707,17.7912654247422,19655.482462546533,1268.7262602467626,47.78772740237458,41.6889368594885,278.71725060922086,31.527114379615284,0.8483451733006258,15.492295760256127,0.030743581749345068,safe,0.07692307692307693,0.0029482254834367508,0.007017422563584397,0.8493103448275863
WAR_001,warehouse,171.16538691635222,134.46157250759268,0.06675118101151281,170.56585253071927,79.39322022891848,265.06580695657675,0.10937529491425707,23.97715853430681,55399.141074599785,3145.007355650432,32.83612050046888,53.54347898300031,159.73989519139317,25.278322683800496,0.7855652064357116,17.614948014371958,0.03805417918155251,safe,0.04895104895104895,0.0027227858213773708,0.011700228401515437,0.8537931034482759
WAR_002,warehouse,306.6833075301974,290.62076204230465,0.09525873405601021,343.3728637954716,165.57073921695866,377.3813210028957,0.19697863246205816,9.048091862514367,43213.8970850174,5233.954875792418,13.210283730154393,61.43797405419198,277.46904389876073,-13.151718143543917,0.9476249763404186,8.256451977621385,1.0,overloaded,0.08391608391608392,0.0048141998846224195,0.007892199792637392,0.8974137931034482
WAR_003,warehouse,140.9210646105856,96.00423550600533,0.10257156282714269,191.87303342431744,55.13147414976414,249.02220468063982,0.21017683521701935,16.873640089327083,48044.32575462508,4873.131614406972,94.60270628173303,25.338335383918718,126.4665707782131,30.462335272207767,0.6812624909647025,9.859024864542214,0.031784036097388786,safe,0.06993006993006994,0.004702535336338153,0.007582763875016014,0.8768965517241378
WAR_004,warehouse,249.81669697882802,219.33439062575735,0.03950491975644012,225.52821426885632,129.77607265685418,364.2188571914912,0.14319703059624547,15.452635510262455,47015.786450362335,4895.845940816366,49.215321557542914,59.95934415226123,239.9477084108605,20.613317785103163,0.8779813090089249,9.603199736820683,0.046267769249626424,safe,0.07692307692307693,0.001380544338290817,0.009463332022570842,0.8731034482758622
WAR_005,warehouse,324.8719718518224,225.24293825867863,0.04197335885011228,276.99409727063374,177.821592934148,433.66725514087153,0.20486428322836864,18.42462826617185,23350.0767080531,5441.016010488447,76.25321470706523,27.053494091017573,311.2360039969423,85.99306573826368,0.693328319383041,4.291492004993555,0.011495169086335032,safe,0.1048951048951049,0.007407498604681704,0.011341793401068891,0.9584482758620689
WAR_006,warehouse,200.12224390985187,141.74984935339518,0.06144399802042629,177.8426392033069,126.24476393536563,270.2297147429701,0.12666396455548196,19.59371417354756,35414.61858890949,5648.769927611542,78.03014939093921,47.93695641245404,187.82593315121167,46.076083797816494,0.70831630999125,6.269439018183519,0.021242208767722145,safe,0.0979020979020979,0.007541285006073739,0.011987182377343085,0.9648275862068965
WAR_007,warehouse,202.79908416578178,185.67701855725525,0.1286631544924322,277.9801108799221,78.18788354388788,340.7890451194166,0.17741477679824152,7.438433566702251,37354.189998307134,4273.530008079968,1.2302685888602838,45.43179618417466,176.70631426883605,-8.9707042884192,0.9155712873213482,8.74082782329398,1.0,overloaded,0.1048951048951049,0.007929980817304762,0.00819552661953353,0.9398275862068965
WAR_008,warehouse,301.58789246319066,247.20037344665954,0.05953590253440899,321.30826520401365,132.87305606073167,523.1806569579378,0.20625880708630318,7.2117682199222095,59836.906181066515,5335.600133692599,28.390843786403895,83.68965796609382,283.6325850919443,36.43221164528475,0.819662790265464,11.214653400133134,0.02671495901648033,safe,0.006993006993006993,0.0,0.008310703334763756,0.41413793103448276
WAR_009,warehouse,143.41229701170423,128.54092258115512,0.12991047304742387,170.67139070499758,54.08539767415734,246.32879319728934,0.055799900640893886,9.81656116082294,12866.203134164925,4772.223673807202,19.820422721289788,91.06382271308853,124.78153766609607,-3.7593849150590444,0.8963033523594185,2.69606037218714,1.0,overloaded,0.027972027972027972,0.0008946452608424439,0.007017422563584397,0.7617241379310344
WAR_010,warehouse,264.37918865204784,172.37762062617168,0.03361627104946962,219.69771783427126,140.590918083323,433.89527735155684,0.0977105641254777,21.988176858461458,8147.756708429321,4905.301195029219,92.77954301722804,77.21083991043805,255.49174618648175,83.11412556031007,0.6520090386276192,1.661010483247357,0.011888609592487496,safe,0.07692307692307693,0.005907238301604499,0.013508676439270305,0.9424137931034483
WAR_011,warehouse,273.58657247530016,181.89566898564416,0.1137980218655383,251.99218361531487,106.0085327390254,384.01289592687493,0.19903762566576894,17.600236891527974,51812.21048690643,1353.6714584259998,73.46210919351616,19.30414908689041,242.45296171863825,60.557292732994085,0.6648559808324146,38.27532165533858,0.01624502890888199,safe,0.06293706293706294,0.0038415809542570113,0.00803653453080893,0.8634482758620691
WAR_012,warehouse,179.56692528991607,181.8430744085718,0.10099046972813039,209.54134323553907,65.78436004856628,268.101890696702,0.05847011031603342,22.682914227336344,44026.80568053414,1452.2031553237678,9.172100582419807,18.353322888031897,161.43237715725135,-20.410697251320443,1.0126757704125122,30.317249703756765,1.0,overloaded,0.06293706293706294,0.004421927837420796,0.00805455954984475,0.8710344827586207
WAR_013,warehouse,335.6059795019223,315.50652090670786,0.07585606424584898,396.6342506113028,175.09367558716758,374.57124451970424,0.23920489071161904,11.026852650294359,36790.94686941482,4348.767695239863,64.92331552453089,94.05944096955184,310.1482307595334,-5.3582901471744435,0.9401099508863211,8.460085580033624,1.0,overloaded,0.08391608391608392,0.005160645301490371,0.008277218527587228,0.9060344827586206
WAR_014,warehouse,152.65657778241277,122.04782329541668,0.08083527384469422,165.5562475464809,58.889604092154315,169.03291717620803,0.10561510915625148,11.094092075216626,28534.67675247425,3860.4315087014556,63.462911741826304,41.18108965855703,140.31654151317755,18.268718217760878,0.7994927245740835,7.391577000694552,0.05189758803355447,near_critical,0.03496503496503497,0.0013050329951738403,0.00859853191330532,0.8024137931034483
WAR_015,warehouse,209.93228407431337,182.1526401998703,0.0517628526696962,207.88010085414845,75.74733643796613,280.200825615628,0.14482653501803405,9.51185736408422,36485.18632171636,3611.745452375565,70.20021811103715,64.794848220121,199.0655901831619,16.91294998329161,0.8676733119113331,10.101815535676481,0.05582553409308655,near_critical,0.055944055944055944,0.0031973308381759084,0.00936164048400985,0.8649999999999999
WAR_016,warehouse,263.5352724346269,248.0789081861101,0.06162141518240431,297.6595667904336,126.34551883211563,395.51636820444946,0.12213146689005086,15.254784892135165,45518.812866522116,5375.215876980393,92.10571972951917,50.36329251830992,247.29585599672475,-0.7830521893853586,0.941349922134803,8.468276234533855,1.0,overloaded,0.06993006993006994,0.004218785908926753,0.009392448841881307,0.8955172413793103
WAR_017,warehouse,234.4605252429252,179.67806291715962,0.10998704107638366,305.3682852970919,116.8181968310875,256.1915879953827,0.06441182941458874,21.839864220789263,8056.235429878285,2043.3628987351076,33.41300405015458,17.29944451915938,208.6729058222411,28.99484290508147,0.7663467559453545,3.9426356595127054,0.03333906442399098,safe,0.055944055944055944,0.002893819795228246,0.008454538218106445,0.841551724137931
WAR_018,warehouse,189.05654135643763,123.91383030135998,0.10426925667250857,245.07476113025487,114.75059152756268,245.35932976243802,0.08072257981212697,17.01680815890162,11581.99057256919,2507.0564859303886,95.84291809009724,99.54644725836371,169.34375632012652,45.42992601876654,0.6554326521172262,4.619756530244679,0.02153783315518981,safe,0.04895104895104895,0.002538658524574018,0.007498372878640001,0.8075862068965517
WAR_019,warehouse,289.86307609800883,262.1626208599634,0.06109615099207662,354.5732162773944,135.1783726740636,438.47903694392636,0.05214552899513525,9.18115317204483,33879.85666319936,1400.6321734206272,16.590686787653365,83.6304290550238,272.15355783369705,9.990936973733653,0.9044360681914542,24.188975025797028,0.09098405371533097,near_critical,0.055944055944055944,0.0031456024413770898,0.00708289468948653,0.8243103448275861
CUS_000,customer_region,94.18497520127042,82.9302298161285,0.0,0.0,0.0,0.0,0.24806433286525453,7.831917771375494,29653.50872898931,2659.1499371305595,8.004928364618502,75.53301727947445,94.18497520127042,11.254745385141916,0.8805038132558737,11.151499325001536,0.08160104258163006,near_critical,0.013986013986013986,0.0,0.006282499503660178,0.49862068965517237
CUS_001,customer_region,52.53342704919447,31.300473035993015,0.0,0.0,0.0,0.0,0.08618533044617363,23.1420724431243,7455.699893585339,1780.6875671903842,29.205933031452837,49.01975424015864,52.53342704919447,21.232954013201457,0.5958201243311608,4.186978126291486,0.04497827861318929,safe,0.006993006993006993,0.0,0.005853862504315046,0.2989655172413793
CUS_002,customer_region,63.9833879761097,26.308650091766154,0.0,0.0,0.0,0.0,0.09873349081114272,21.871767695250824,40067.378526315246,4070.319775738509,67.0203255351355,76.29030190395291,63.9833879761097,37.67473788434354,0.41117938458634534,9.843791331860533,0.02585667168554551,safe,0.006993006993006993,0.0,0.005887388139302794,0.3106896551724138
CUS_003,customer_region,24.35813612910855,60.4645576446259,0.0,0.0,0.0,0.0,0.1176912966594652,21.88957746574373,31541.487972301165,4727.451742026586,85.20155168811691,50.479148290349805,24.35813612910855,-36.10642151551735,2.4823146288426114,6.671985182186083,1.0,overloaded,0.006993006993006993,0.0,0.005536082631403694,0.26724137931034486
CUS_004,customer_region,88.21641829035124,83.77057241252913,0.0,0.0,0.0,0.0,0.11811815911830487,14.976339170629704,34227.60725525177,1077.3884374283882,39.855250670154064,91.7337672551676,88.21641829035124,4.445845877822109,0.9496029654798581,31.76905010875134,0.18362620287739725,critical,0.013986013986013986,0.0,0.006145407595426497,0.4862068965517241
CUS_005,customer_region,67.31241802735568,45.414172670720376,0.0,0.0,0.0,0.0,0.08832060193253997,5.496462635971451,56010.32521772147,2965.140305412793,30.753507242078616,59.84771915577366,67.31241802735568,21.8982453566353,0.6746774815348947,18.889603677598647,0.04367146846516896,safe,0.006993006993006993,0.0,0.005577476719307167,0.27482758620689657
CUS_006,customer_region,20.548584221976174,72.72750992741695,0.0,0.0,0.0,0.0,0.17675395461385263,24.636118950850708,39119.67403119242,3126.2823049525305,76.14325631840076,90.3327871964053,20.548584221976174,-52.178925705440776,3.539295415283977,12.513161069689904,1.0,overloaded,0.006993006993006993,0.0,0.005853862504315046,0.2989655172413793
CUS_007,customer_region,74.05219600387636,78.6503878053633,0.0,0.0,0.0,0.0,0.2233602876523853,7.282081423672744,45282.742664658326,2920.4878474005272,55.31038024112752,65.41024094823568,74.05219600387636,-4.598191801486934,1.062093929007132,15.505198114405326,1.0,overloaded,0.006993006993006993,0.0,0.005983091706431975,0.32862068965517244
CUS_008,customer_region,92.73613375291771,41.6171184115929,0.0,0.0,0.0,0.0,0.19675069948758322,19.99967075870537,24057.107372217684,1181.2837617532155,4.094696028571976,77.73431275291786,92.73613375291771,51.11901534132481,0.44876917688282986,20.365223116682024,0.019186855190011752,safe,0.006993006993006993,0.0,0.0059442906488333825,0.31758620689655176
CUS_009,customer_region,56.72748063626794,54.873009214523975,0.0,0.0,0.0,0.0,0.24558339581476807,13.231520043881197,48652.5182807985,966.5059977150763,55.54617101377639,80.20597869857242,56.72748063626794,1.8544714217439662,0.9673091171872291,50.338558059461874,0.3503275571030382,critical,0.006993006993006993,0.0,0.005887388139302794,0.3106896551724138
CUS_010,customer_region,89.35262504149165,22.772804540088067,0.0,0.0,0.0,0.0,0.12454046826134685,5.973969446277025,11010.526011300692,4214.180957671162,71.32581963116982,77.37206827516263,89.35262504149165,66.57982050140359,0.25486441533769516,2.61273213511584,0.01479731660398877,safe,0.013986013986013986,0.0,0.006081944740530238,0.4820689655172413
CUS_011,customer_region,84.90924110417471,80.0653694079974,0.0,0.0,0.0,0.0,0.05979274196465585,9.690703008825972,39204.377535638516,5219.689175436528,0.45001249396591225,51.46293421163498,84.90924110417471,4.843871696177317,0.9429523614486862,7.51086438635684,0.17111943108780697,critical,0.013986013986013986,0.0,0.005637015580229747,0.413103448275862
CUS_012,customer_region,70.79655495232979,50.10166681650409,0.0,0.0,0.0,0.0,0.2291269762767394,18.432256177117175,18071.20998483285,5190.29621297552,34.80314234095143,85.33446711440594,70.79655495232979,20.694888135825693,0.7076850964039083,3.481729990603541,0.046093807616765604,safe,0.006993006993006993,0.0,0.005853862504315046,0.2989655172413793
CUS_013,customer_region,42.42077383391791,49.770505081087556,0.0,0.0,0.0,0.0,0.10496501015101341,22.731151243437385,15317.652506672022,966.463751796697,34.19269385456604,71.76391476415675,42.42077383391791,-7.349731247169643,1.1732578306078212,15.849174351542786,1.0,overloaded,0.006993006993006993,0.0,0.006260761138924686,0.3624137931034483
CUS_014,customer_region,80.55737044822112,42.227154275837364,0.0,0.0,0.0,0.0,0.13158839022625646,7.736425560592526,36617.95612926685,5986.690204946045,70.08810101206585,59.521284041337175,80.55737044822112,38.33021617238376,0.524187346742893,6.11656105054744,0.025425743800059852,safe,0.006993006993006993,0.0,0.005536082631403694,0.26724137931034486
CUS_015,customer_region,49.427681969134554,57.26874470977621,0.0,0.0,0.0,0.0,0.0768733826626123,12.30756926398267,8694.166786627178,1610.8847072882986,1.7668780999912204,45.327991650016344,49.427681969134554,-7.841062740641654,1.1586370719455963,5.397137825749557,1.0,overloaded,0.013986013986013986,0.0,0.006882321915657326,0.5206896551724137
CUS_016,customer_region,67.59051987138479,51.52863286289578,0.0,0.0,0.0,0.0,0.24184185456891522,20.039262431498308,34747.11503197232,2064.974813115039,89.69967987729952,23.50971168806595,67.59051987138479,16.061887008489002,0.7623647955504337,16.826895326416054,0.05861016425102676,near_critical,0.006993006993006993,0.0,0.005755873415929036,0.28586206896551725
CUS_017,customer_region,44.40070478875078,59.71565414638043,0.0,0.0,0.0,0.0,0.19846358988359536,16.814895883275323,40939.156495522235,2146.6081033315404,24.137206162666292,32.249234716866525,44.40070478875078,-15.31494935762965,1.3449258166169875,19.071555926759327,1.0,overloaded,0.013986013986013986,0.0,0.005861045334094945,0.4351724137931034
CUS_018,customer_region,31.658117306256685,41.243519993758554,0.0,0.0,0.0,0.0,0.16229787888287694,20.839488502827482,48110.32601566424,2911.124422213061,47.62573085867257,99.47017489350249,31.658117306256685,-9.585402687501869,1.302778671099544,16.52637230087554,1.0,overloaded,0.013986013986013986,0.0,0.007164045079373422,0.5289655172413793
CUS_019,customer_region,70.59481077342681,87.6915476914424,0.0,0.0,0.0,0.0,0.20751796724586785,8.703586899071352,35919.39035556647,1060.4178652299968,65.29221265639984,95.5349428187811,70.59481077342681,-17.09673691801558,1.2421812131898384,33.872864210728686,1.0,overloaded,0.006993006993006993,0.0,0.006260761138924686,0.3624137931034483
CUS_020,customer_region,58.45490482250835,22.688206356362237,0.0,0.0,0.0,0.0,0.24195490446584406,7.060053682603176,7259.350131766581,1853.3663632771616,6.5530433918382425,45.51178424117624,58.45490482250835,35.76669846614611,0.38813178167430756,3.916845733042465,0.027198525886700867,safe,0.006993006993006993,0.0,0.006260761138924686,0.3624137931034483
CUS_021,customer_region,58.70658509428343,23.822036193116453,0.0,0.0,0.0,0.0,0.07232007364984534,12.690087559798561,8329.064795459486,4340.043490854524,20.702054152481196,30.20715687836385,58.70658509428343,34.88454890116698,0.4057813302350664,1.9191201224159973,0.027867147020691114,safe,0.013986013986013986,0.0,0.005905759197024633,0.44758620689655165
CUS_022,customer_region,49.55943328835731,20.12455307561004,0.0,0.0,0.0,0.0,0.07241407419973951,22.255291274817562,5067.818438154947,3294.920456970813,48.95020065072081,33.30941610106378,49.55943328835731,29.43488021274727,0.40606907182568164,1.538070039728379,0.032857037484943424,safe,0.006993006993006993,0.0,0.005577476719307167,0.27482758620689657
CUS_023,customer_region,52.34952651098372,83.09027796612173,0.0,0.0,0.0,0.0,0.10206970868305001,11.449808819354597,18336.5569165583,3139.2487030308585,68.3258357658813,22.825287546342054,52.34952651098372,-30.74075145513801,1.58722119384763,5.841065379386749,1.0,overloaded,0.006993006993006993,0.0,0.005536082631403694,0.26724137931034486
CUS_024,customer_region,44.805180654115,23.642696738521856,0.0,0.0,0.0,0.0,0.14215392104791325,19.231160831935554,13274.970635661073,760.5571100301502,13.820537163853075,91.88231935306828,44.805180654115,21.162483915593143,0.5276777460409695,17.454271954850075,0.04512129614209972,safe,0.013986013986013986,0.0,0.005947656091422011,0.4558620689655172
CUS_025,customer_region,20.694483636584255,22.34626346762334,0.0,0.0,0.0,0.0,0.07212589351244066,17.402985732565924,18290.139980649717,3630.6662773687226,59.019538276612614,84.9435333089779,20.694483636584255,-1.6517798310390859,1.0798173977203773,5.037681401526459,1.0,overloaded,0.006993006993006993,0.0,0.006064531813609646,0.3403448275862069
CUS_026,customer_region,20.355604468390545,66.43393148202304,0.0,0.0,0.0,0.0,0.08254869722099152,20.45874776270568,52052.034798482215,1898.4491606478653,91.87936809026809,45.44574302986578,20.355604468390545,-46.078327013632496,3.2636678309006153,27.41818736969439,1.0,overloaded,0.013986013986013986,0.0,0.005699665346443171,0.4158620689655172
CUS_027,customer_region,65.25683407499912,47.11520589793995,0.0,0.0,0.0,0.0,0.2126318691640226,11.367982356569193,48956.74372328201,3804.0365537445336,21.635569522540145,41.402609378923636,65.25683407499912,18.141628177059168,0.72199650145134,12.869682778177053,0.05224215990144865,near_critical,0.006993006993006993,0.0,0.005853862504315046,0.2989655172413793
CUS_028,customer_region,43.82267257726713,22.23760775747731,0.0,0.0,0.0,0.0,0.1192957310814362,5.380682956349732,14101.826666997627,4488.508264679778,70.80912356835879,73.85803864573826,43.82267257726713,21.585064819789817,0.5074452663348743,3.141762437637772,0.04427704803945328,safe,0.006993006993006993,0.0,0.005577476719307167,0.27482758620689657
CUS_029,customer_region,43.78648783474841,64.53729110213357,0.0,0.0,0.0,0.0,0.07520526834932531,7.874373229110683,43120.24848113358,1451.1916504314295,50.72927015820433,99.17744759287108,43.78648783474841,-20.75080326738516,1.4739088310918964,29.713682867672386,1.0,overloaded,0.006993006993006993,0.0,0.006866847522295116,0.38517241379310346
CUS_030,customer_region,20.300570355000463,94.48134364478798,0.0,0.0,0.0,0.0,0.1669277668268331,7.538199510370262,54351.62098647515,5342.091650702307,53.62004131113752,62.17920298607565,20.300570355000463,-74.18077328978752,4.654122617866015,10.174220986891854,1.0,overloaded,0.013986013986013986,0.0,0.005873305343625604,0.43931034482758613
